,cfga,cfgm,dfga,dfgm,dist,drbc,ftast,game_id,opponent_id,orbc,pass,period,sast,season,spd,tchs,team_id,ufga,ufgm,team
247,43,22,49,30,9.99,45,4,21600607,1610612749,25,127,f,10,2016,0,127,1610612737,37,20,Hawks
248,38,15,42,17,9.99,63,3,21600613,1610612752,25,127,f,11,2016,0,127,1610612737,49,25,Hawks
249,44,19,38,20,9.99,53,2,21600633,1610612765,18,127,f,5,2016,0,127,1610612737,34,11,Hawks
250,51,25,27,19,9.99,64,4,21600647,1610612741,22,127,f,5,2016,0,127,1610612737,31,14,Hawks
251,52,23,23,12,9.99,51,3,21600653,1610612755,29,127,f,5,2016,0,127,1610612737,39,22,Hawks
252,43,20,19,10,9.99,48,2,21600667,1610612746,29,127,f,8,2016,0,127,1610612737,45,17,Hawks
253,40,21,31,12,9.99,63,3,21600683,1610612741,19,127,f,6,2016,0,127,1610612737,43,22,Hawks
254,34,11,31,10,9.99,67,2,21600702,1610612764,20,127,f,5,2016,0,127,1610612737,49,19,Hawks
255,67,30,29,14,9.99,88,1,21600711,1610612752,45,127,f,10,2016,0,127,1610612737,52,22,Hawks
256,50,21,38,20,9.99,63,2,21600734,1610612748,24,127,f,3,2016,0,127,1610612737,36,13,Hawks
257,42,24,29,16,9.99,71,3,21600743,1610612745,16,127,f,7,2016,0,127,1610612737,43,20,Hawks
258,42,25,20,13,9.99,59,2,21600756,1610612753,18,127,f,8,2016,0,127,1610612737,36,16,Hawks
259,43,18,25,19,9.99,33,4,21600772,1610612762,14,127,f,3,2016,0,127,1610612737,31,15,Hawks
260,50,29,41,21,9.99,77,2,21600785,1610612743,30,127,f,7,2016,0,127,1610612737,43,18,Hawks
261,26,13,26,13,9.99,58,3,21600806,1610612758,10,127,f,5,2016,0,127,1610612737,45,23,Hawks
262,51,17,50,19,9.99,98,5,21600830,1610612757,24,127,f,4,2016,0,127,1610612737,32,15,Hawks
263,38,19,17,12,9.99,51,1,21600846,1610612746,21,127,f,2,2016,0,127,1610612737,41,13,Hawks
264,46,19,30,12,9.99,71,7,21600863,1610612748,19,127,f,5,2016,0,127,1610612737,33,11,Hawks
265,41,14,23,7,9.99,55,1,21600867,1610612753,29,127,f,9,2016,0,127,1610612737,43,18,Hawks
266,46,26,42,20,9.99,65,1,21600885,1610612738,24,127,f,4,2016,0,127,1610612737,49,20,Hawks
267,34,22,10,4,9.99,47,3,21600897,1610612742,11,127,f,9,2016,0,127,1610612737,30,14,Hawks
268,50,26,19,14,9.99,49,2,21600913,1610612739,27,127,f,6,2016,0,127,1610612737,41,23,Hawks
269,37,15,25,16,9.99,68,1,21600927,1610612754,27,127,f,3,2016,0,127,1610612737,40,19,Hawks
270,50,26,21,13,9.99,58,3,21600937,1610612744,31,127,f,6,2016,0,127,1610612737,32,12,Hawks
271,56,28,26,13,9.99,54,4,21600950,1610612751,28,127,f,7,2016,0,127,1610612737,39,13,Hawks
272,41,22,32,15,9.99,72,4,21600969,1610612761,28,127,f,8,2016,0,127,1610612737,34,17,Hawks
273,34,15,62,34,9.99,67,3,21600981,1610612763,10,127,f,5,2016,0,127,1610612737,38,21,Hawks
274,44,18,13,9,9.99,53,3,21600994,1610612759,19,127,f,9,2016,0,127,1610612737,37,19,Hawks
275,33,13,40,15,9.99,65,1,21601017,1610612763,18,127,f,8,2016,0,127,1610612737,38,16,Hawks
276,58,20,32,21,9.99,49,0,21601029,1610612757,25,127,f,2,2016,0,127,1610612737,30,12,Hawks
277,39,18,19,14,9.99,47,1,21601044,1610612766,22,127,f,7,2016,0,127,1610612737,45,19,Hawks
278,45,14,0,0,9.99,64,1,21601063,1610612764,19,127,f,6,2016,0,127,1610612737,41,20,Hawks
279,48,19,43,21,9.99,58,1,21601078,1610612749,32,127,f,3,2016,0,127,1610612737,35,15,Hawks
280,59,23,47,22,9.99,68,1,21601088,1610612751,42,127,f,6,2016,0,127,1610612737,39,11,Hawks
281,43,20,25,13,9.99,79,5,21601106,1610612756,30,127,f,5,2016,0,127,1610612737,42,14,Hawks
282,51,22,19,15,9.99,58,4,21601111,1610612755,30,127,f,4,2016,0,127,1610612737,29,12,Hawks
283,53,25,22,12,9.99,51,2,21601138,1610612741,24,127,f,5,2016,0,127,1610612737,37,15,Hawks
284,41,15,24,8,9.99,68,3,21601148,1610612751,17,127,f,4,2016,0,127,1610612737,39,15,Hawks
285,54,24,25,13,9.99,67,2,21601177,1610612738,33,127,f,6,2016,0,127,1610612737,35,20,Hawks
286,38,19,23,15,9.99,49,1,21601179,1610612739,18,127,f,9,2016,0,127,1610612737,51,26,Hawks
287,52,27,25,17,9.99,69,2,21601197,1610612739,32,127,f,11,2016,0,127,1610612737,42,17,Hawks
288,40,22,31,14,9.99,73,2,21601212,1610612766,21,127,f,10,2016,0,127,1610612737,39,19,Hawks
289,38,15,40,26,9.99,50,2,21601226,1610612754,18,127,f,5,2016,0,127,1610612737,34,15,Hawks
290,47,23,39,20,9.99,58,3,41600131,1610612764,24,127,f,5,2016,0,127,1610612737,31,11,Hawks
291,49,21,33,15,9.99,61,3,41600132,1610612764,23,127,f,5,2016,0,127,1610612737,30,11,Hawks
292,50,25,17,8,9.99,65,4,41600133,1610612764,26,127,f,12,2016,0,127,1610612737,39,19,Hawks
293,52,22,19,10,9.99,63,0,41600134,1610612764,24,127,f,4,2016,0,127,1610612737,38,18,Hawks
294,52,22,19,10,9.99,63,0,41600134,1610612764,24,127,f,4,2016,0,127,1610612737,38,18,Hawks
295,48,19,20,13,9.99,51,3,41600135,1610612764,23,127,f,5,2016,0,127,1610612737,45,19,Hawks
296,36,19,24,12,9.99,33,0,41600136,1610612764,24,127,f,9,2016,0,127,1610612737,42,18,Hawks
297,36,19,24,12,9.99,33,0,41600136,1610612764,24,127,f,9,2016,0,127,1610612737,42,18,Hawks
298,49,24,23,15,9.99,54,2,21700009,1610612742,23,127,f,2,2017,0,127,1610612737,45,24,Hawks
299,33,10,20,13,9.99,52,1,21700017,1610612766,31,127,f,2,2017,0,127,1610612737,62,26,Hawks
300,49,15,28,15,9.99,52,4,21700038,1610612751,48,127,f,2,2017,0,127,1610612737,45,17,Hawks
301,40,20,24,15,9.99,48,0,21700042,1610612748,25,127,f,0,2017,0,127,1610612737,35,16,Hawks
302,32,12,28,18,9.99,71,2,21700065,1610612741,18,127,f,1,2017,0,127,1610612737,50,20,Hawks
303,36,14,0,0,9.99,53,3,21700072,1610612743,36,127,f,2,2017,0,127,1610612737,52,23,Hawks
304,34,15,0,0,9.99,42,3,21700085,1610612749,22,127,f,2,2017,0,127,1610612737,43,21,Hawks
305,47,21,0,0,9.99,65,4,21700107,1610612755,33,127,f,2,2017,0,127,1610612737,47,20,Hawks
306,34,21,0,0,9.99,61,0,21700123,1610612745,18,127,f,2,2017,0,127,1610612737,47,18,Hawks
307,45,18,0,0,9.99,66,1,21700136,1610612739,26,127,f,6,2017,0,127,1610612737,41,23,Hawks
308,29,12,0,0,9.99,46,0,21700146,1610612738,15,127,f,2,2017,0,127,1610612737,46,22,Hawks
309,45,20,33,17,9.99,57,1,21700169,1610612765,26,127,f,2,2017,0,127,1610612737,44,24,Hawks
310,37,14,29,20,9.99,52,1,21700177,1610612764,34,127,f,1,2017,0,127,1610612737,46,20,Hawks
311,33,16,22,17,9.99,41,0,21700195,1610612740,27,127,f,3,2017,0,127,1610612737,54,24,Hawks
312,27,17,23,15,9.99,65,1,21700204,1610612758,15,127,f,4,2017,0,127,1610612737,48,33,Hawks
313,1,1,0,0,0.31,3,0,21700230,1610612738,0,7,f,0,2017,0,10,1610612737,1,1,Hawks
314,28,15,14,10,9.99,60,1,21700250,1610612759,33,127,f,0,2017,0,127,1610612737,55,20,Hawks
315,29,12,19,16,9.99,53,2,21700256,1610612746,27,127,f,2,2017,0,127,1610612737,54,28,Hawks
316,26,8,24,19,9.99,49,2,21700280,1610612761,24,127,f,0,2017,0,127,1610612737,49,18,Hawks
317,45,19,16,10,9.99,49,1,21700268,1610612752,39,127,f,2,2017,0,127,1610612737,54,28,Hawks
318,25,15,19,17,9.99,36,0,21700313,1610612739,23,127,f,0,2017,0,127,1610612737,54,26,Hawks
319,46,24,19,10,9.99,53,0,21700328,1610612751,37,127,f,0,2017,0,127,1610612737,53,23,Hawks
320,35,14,19,11,9.99,49,0,21700342,1610612751,25,127,f,3,2017,0,127,1610612737,47,16,Hawks
321,35,14,19,11,9.99,49,0,21700342,1610612751,25,127,f,3,2017,0,127,1610612737,47,16,Hawks
322,34,15,30,20,9.99,65,0,21700355,1610612753,34,127,f,1,2017,0,127,1610612737,59,25,Hawks
323,32,16,18,13,9.99,50,0,21700390,1610612752,27,127,f,0,2017,0,127,1610612737,45,21,Hawks
324,32,12,20,16,9.99,47,1,21700378,1610612753,22,127,f,3,2017,0,127,1610612737,48,29,Hawks
325,29,13,25,18,9.99,50,0,21700397,1610612739,24,127,f,1,2017,0,127,1610612737,63,30,Hawks
326,55,31,31,16,9.99,55,2,21400006,1610612751,15,127,f,4,2014,0,127,1610612738,33,18,Celtics
327,61,25,25,15,9.99,46,0,21400034,1610612745,26,127,f,2,2014,0,127,1610612738,37,12,Celtics
328,54,25,27,14,9.99,40,0,21400046,1610612742,37,127,f,7,2014,0,127,1610612738,48,20,Celtics
329,47,25,26,13,9.99,60,1,21400059,1610612761,27,127,f,6,2014,0,127,1610612738,31,15,Celtics
330,41,20,35,25,9.99,52,3,21400074,1610612754,17,127,f,7,2014,0,127,1610612738,44,19,Celtics
331,39,21,47,26,9.99,70,1,21400086,1610612741,14,127,f,5,2014,0,127,1610612738,42,21,Celtics
332,33,17,22,11,9.99,39,2,21400111,1610612760,15,127,f,7,2014,0,127,1610612738,50,20,Celtics
333,41,24,35,20,9.99,45,1,21400125,1610612739,18,127,f,6,2014,0,127,1610612738,47,24,Celtics
334,64,35,39,20,9.99,48,5,21400148,1610612756,20,127,f,4,2014,0,127,1610612738,23,10,Celtics
335,43,24,40,14,9.99,61,2,21400162,1610612755,15,127,f,6,2014,0,127,1610612738,40,17,Celtics
336,48,20,27,16,9.99,45,2,21400176,1610612763,25,127,f,5,2014,0,127,1610612738,40,18,Celtics
337,47,19,25,12,9.99,52,1,21400194,1610612757,20,127,f,4,2014,0,127,1610612738,48,18,Celtics
338,53,22,44,21,9.99,54,3,21400223,1610612741,21,127,f,5,2014,0,127,1610612738,39,15,Celtics
339,58,25,31,17,9.99,50,0,21400241,1610612759,18,127,f,2,2014,0,127,1610612738,29,11,Celtics
340,45,22,24,13,9.99,47,3,21400254,1610612737,19,127,f,11,2014,0,127,1610612738,39,19,Celtics
341,46,15,48,24,9.99,70,3,21400265,1610612765,20,127,f,8,2014,0,127,1610612738,47,22,Celtics
342,43,27,27,16,9.99,65,1,21400279,1610612747,18,127,f,3,2014,0,127,1610612738,47,19,Celtics
343,49,21,27,12,9.99,67,5,21400294,1610612764,18,127,f,5,2014,0,127,1610612738,39,15,Celtics
344,62,31,26,16,9.99,53,5,21400302,1610612764,24,127,f,6,2014,0,127,1610612738,40,16,Celtics
345,48,19,25,18,9.99,55,0,21400316,1610612766,14,127,f,4,2014,0,127,1610612738,39,19,Celtics
346,55,24,27,11,9.99,48,1,21400331,1610612752,19,127,f,6,2014,0,127,1610612738,30,13,Celtics
347,38,17,46,20,9.99,63,2,21400357,1610612755,24,127,f,5,2014,0,127,1610612738,48,21,Celtics
348,34,22,26,13,9.99,54,2,21400371,1610612753,15,127,f,0,2014,0,127,1610612738,46,22,Celtics
349,44,29,50,25,9.99,59,2,21400385,1610612750,21,127,f,9,2014,0,127,1610612738,41,19,Celtics
350,49,22,30,19,9.99,40,3,21400404,1610612748,28,127,f,8,2014,0,127,1610612738,34,11,Celtics
351,46,21,36,14,9.99,58,6,21400418,1610612753,29,127,f,6,2014,0,127,1610612738,39,12,Celtics
352,39,21,27,15,9.99,50,1,21400432,1610612751,13,127,f,5,2014,0,127,1610612738,48,24,Celtics
353,41,16,24,16,9.99,42,0,21400445,1610612764,18,127,f,2,2014,0,127,1610612738,38,16,Celtics
354,46,25,34,19,9.99,62,0,21400475,1610612758,19,127,f,7,2014,0,127,1610612738,48,19,Celtics
355,47,23,37,20,9.99,50,2,21400486,1610612742,17,127,f,4,2014,0,127,1610612738,42,15,Celtics
356,56,25,46,19,9.99,62,2,21400496,1610612741,18,127,f,7,2014,0,127,1610612738,44,20,Celtics
357,60,23,27,21,9.99,34,1,21400510,1610612766,25,127,f,7,2014,0,127,1610612738,31,13,Celtics
358,47,17,24,14,9.99,42,3,21400527,1610612751,23,127,f,6,2014,0,127,1610612738,41,18,Celtics
359,58,25,17,7,9.99,50,2,21400538,1610612754,33,127,f,5,2014,0,127,1610612738,45,16,Celtics
360,59,25,46,20,9.99,60,3,21400553,1610612761,19,127,f,9,2014,0,127,1610612738,24,14,Celtics
361,55,24,41,15,9.99,52,3,21400563,1610612740,29,127,f,8,2014,0,127,1610612738,33,13,Celtics
362,51,23,12,5,9.99,43,0,21400580,1610612737,25,127,f,9,2014,0,127,1610612738,32,11,Celtics
363,50,20,27,16,9.99,48,2,21400591,1610612741,20,127,f,4,2014,0,127,1610612738,35,22,Celtics
364,40,15,21,14,9.99,47,5,21400614,1610612746,26,127,f,7,2014,0,127,1610612738,44,18,Celtics
365,36,19,35,13,9.99,57,1,21400639,1610612757,16,127,f,4,2014,0,127,1610612738,50,20,Celtics
366,38,21,47,27,9.99,61,4,21400649,1610612743,11,127,f,4,2014,0,127,1610612738,37,16,Celtics
367,47,21,39,19,9.99,55,3,21400665,1610612744,23,127,f,7,2014,0,127,1610612738,48,20,Celtics
368,40,17,35,29,9.99,54,5,21400673,1610612762,11,127,f,3,2014,0,127,1610612738,34,18,Celtics
369,46,29,27,17,9.99,43,0,21400686,1610612750,23,127,f,5,2014,0,127,1610612738,45,13,Celtics
370,54,20,34,20,9.99,48,4,21400698,1610612745,33,127,f,5,2014,0,127,1610612738,36,12,Celtics
371,45,16,16,10,9.99,47,6,21400716,1610612748,19,127,f,7,2014,0,127,1610612738,36,14,Celtics
372,32,16,29,11,9.99,42,1,21400728,1610612752,15,127,f,7,2014,0,127,1610612738,45,26,Celtics
373,55,22,28,17,9.99,58,2,21400733,1610612743,31,127,f,6,2014,0,127,1610612738,44,18,Celtics
374,45,21,35,17,9.99,68,0,21400750,1610612755,19,127,f,13,2014,0,127,1610612738,41,18,Celtics
375,52,24,24,12,9.99,56,4,21400763,1610612749,22,127,f,7,2014,0,127,1610612738,34,12,Celtics
376,51,17,24,11,9.99,52,1,21400789,1610612737,30,127,f,4,2014,0,127,1610612738,42,13,Celtics
377,56,21,35,21,9.99,39,2,21400813,1610612758,30,127,f,6,2014,0,127,1610612738,44,19,Celtics
378,49,26,19,13,9.99,47,3,21400829,1610612747,20,127,f,6,2014,0,127,1610612738,49,16,Celtics
379,51,19,40,21,9.99,63,3,21400835,1610612756,20,127,f,6,2014,0,127,1610612738,38,20,Celtics
380,41,20,22,11,9.99,60,2,21400844,1610612752,13,127,f,10,2014,0,127,1610612738,42,22,Celtics
381,47,20,17,6,9.99,47,1,21400859,1610612766,27,127,f,2,2014,0,127,1610612738,49,20,Celtics
382,62,22,39,17,9.99,69,1,21400880,1610612744,38,127,f,7,2014,0,127,1610612738,47,18,Celtics
383,39,13,31,17,9.99,54,1,21400891,1610612739,25,127,f,4,2014,0,127,1610612738,49,18,Celtics
384,38,14,31,15,9.99,49,2,21400898,1610612762,25,127,f,5,2014,0,127,1610612738,50,19,Celtics
385,46,20,28,17,9.99,52,6,21400919,1610612740,16,127,f,4,2014,0,127,1610612738,33,16,Celtics
386,43,15,54,21,9.99,63,1,21400935,1610612753,29,127,f,8,2014,0,127,1610612738,46,20,Celtics
387,51,24,23,13,9.99,39,1,21400940,1610612748,30,127,f,10,2014,0,127,1610612738,36,15,Celtics
388,41,21,23,19,9.99,36,1,21400954,1610612763,19,127,f,7,2014,0,127,1610612738,44,16,Celtics
389,43,16,26,16,9.99,63,1,21400969,1610612753,25,127,f,2,2014,0,127,1610612738,43,21,Celtics
390,36,16,24,11,9.99,57,2,21400976,1610612754,19,127,f,4,2014,0,127,1610612738,47,19,Celtics
391,44,25,26,13,9.99,54,2,21400992,1610612755,14,127,f,7,2014,0,127,1610612738,44,19,Celtics
392,37,24,45,25,9.99,51,3,21401011,1610612760,14,127,f,10,2014,0,127,1610612738,47,20,Celtics
393,57,23,32,18,9.99,49,1,21401028,1610612759,26,127,f,5,2014,0,127,1610612738,31,12,Celtics
394,55,20,32,17,9.99,62,2,21401043,1610612765,29,127,f,6,2014,0,127,1610612738,50,18,Celtics
395,57,34,37,22,9.99,72,3,21401049,1610612751,17,127,f,7,2014,0,127,1610612738,35,13,Celtics
396,49,21,15,9,9.99,58,3,21401064,1610612748,26,127,f,4,2014,0,127,1610612738,20,7,Celtics
397,35,15,26,12,9.99,61,2,21401079,1610612752,14,127,f,3,2014,0,127,1610612738,34,14,Celtics
398,42,17,23,13,9.99,48,2,21401095,1610612746,19,127,f,8,2014,0,127,1610612738,51,22,Celtics
399,46,25,30,17,9.99,41,3,21401101,1610612766,23,127,f,10,2014,0,127,1610612738,43,20,Celtics
400,38,21,30,16,9.99,57,3,21401115,1610612754,12,127,f,4,2014,0,127,1610612738,48,18,Celtics
401,57,25,39,27,9.99,54,0,21401129,1610612749,18,127,f,6,2014,0,127,1610612738,31,14,Celtics
402,47,22,24,15,9.99,50,6,21401140,1610612761,28,127,f,4,2014,0,127,1610612738,50,25,Celtics
403,39,20,40,24,9.99,44,5,21401164,1610612765,17,127,f,5,2014,0,127,1610612738,41,16,Celtics
404,34,15,19,10,9.99,50,4,21401178,1610612739,20,127,f,6,2014,0,127,1610612738,50,23,Celtics
405,38,25,25,11,9.99,55,5,21401194,1610612739,11,127,f,4,2014,0,127,1610612738,46,21,Celtics
406,47,18,28,21,9.99,44,3,21401214,1610612761,30,127,f,4,2014,0,127,1610612738,52,20,Celtics
407,39,14,36,17,9.99,48,1,21401221,1610612749,13,127,f,9,2014,0,127,1610612738,46,28,Celtics
408,50,23,33,18,9.99,43,2,41400111,1610612739,20,127,f,5,2014,0,127,1610612738,29,14,Celtics
409,45,18,24,14,9.99,46,3,41400112,1610612739,23,127,f,5,2014,0,127,1610612738,40,15,Celtics
410,49,22,27,7,9.99,61,2,41400113,1610612739,17,127,f,2,2014,0,127,1610612738,33,14,Celtics
411,45,21,25,19,9.99,52,1,41400114,1610612739,25,127,f,2,2014,0,127,1610612738,40,12,Celtics
412,47,23,41,20,9.99,54,2,21500005,1610612755,23,127,f,8,2015,0,127,1610612738,38,16,Celtics
413,48,19,0,0,9.99,50,0,21500024,1610612761,24,127,f,4,2015,0,127,1610612738,37,13,Celtics
414,58,26,33,14,9.99,51,0,21500040,1610612759,46,127,f,5,2015,0,127,1610612738,40,9,Celtics
415,49,23,26,10,9.99,78,1,21500060,1610612754,36,127,f,3,2015,0,127,1610612738,34,12,Celtics
416,56,23,28,9,9.99,63,3,21500076,1610612764,31,127,f,2,2015,0,127,1610612738,41,21,Celtics
417,49,22,40,23,9.99,62,3,21500110,1610612749,30,127,f,5,2015,0,127,1610612738,37,16,Celtics
418,44,19,27,22,9.99,51,2,21500116,1610612754,21,127,f,6,2015,0,127,1610612738,33,13,Celtics
419,61,30,31,20,9.99,52,2,21500129,1610612737,29,127,f,7,2015,0,127,1610612738,42,12,Celtics
420,46,23,29,14,9.99,57,1,21500149,1610612760,23,127,f,4,2015,0,127,1610612738,36,16,Celtics
421,38,20,25,7,9.99,63,1,21500154,1610612745,44,127,f,6,2015,0,127,1610612738,55,24,Celtics
422,51,22,20,13,9.99,45,4,21500168,1610612742,28,127,f,3,2015,0,127,1610612738,41,16,Celtics
423,54,38,35,12,9.99,70,1,21500179,1610612751,20,127,f,8,2015,0,127,1610612738,33,13,Celtics
424,40,21,29,12,9.99,52,3,21500197,1610612751,26,127,f,3,2015,0,127,1610612738,42,14,Celtics
425,48,18,21,13,9.99,46,1,21500210,1610612737,29,127,f,8,2015,0,127,1610612738,34,16,Celtics
426,46,16,32,11,9.99,63,1,21500217,1610612755,35,127,f,3,2015,0,127,1610612738,45,15,Celtics
427,41,19,0,0,9.99,70,1,21500229,1610612764,34,127,f,13,2015,0,127,1610612738,56,23,Celtics
428,53,24,32,22,9.99,45,1,21500249,1610612753,31,127,f,11,2015,0,127,1610612738,35,12,Celtics
429,44,19,32,21,9.99,53,5,21500255,1610612748,28,127,f,11,2015,0,127,1610612738,36,19,Celtics
430,0,0,0,0,0.0,0,0,21500282,1610612758,0,0,f,0,2015,0,0,1610612738,0,0,Celtics
431,45,21,28,19,9.99,50,2,21500296,1610612759,27,127,f,7,2015,0,127,1610612738,41,18,Celtics
432,42,23,39,13,9.99,63,2,21500312,1610612740,17,127,f,8,2015,0,127,1610612738,39,17,Celtics
433,52,21,27,15,9.99,66,0,21500319,1610612741,23,127,f,5,2015,0,127,1610612738,40,17,Celtics
434,65,29,0,0,9.99,68,0,21500336,1610612744,32,127,f,6,2015,0,127,1610612738,48,20,Celtics
435,58,25,24,15,9.99,53,2,21500345,1610612766,14,127,f,3,2015,0,127,1610612738,38,15,Celtics
436,36,10,26,14,9.99,45,1,21500367,1610612739,27,127,f,2,2015,0,127,1610612738,51,18,Celtics
437,52,24,21,11,9.99,56,3,21500374,1610612765,19,127,f,3,2015,0,127,1610612738,37,19,Celtics
438,45,25,36,23,9.99,60,3,21500389,1610612737,17,127,f,4,2015,0,127,1610612738,32,9,Celtics
439,43,20,0,0,9.99,60,0,21500411,1610612750,23,127,f,7,2015,0,127,1610612738,45,25,Celtics
440,52,24,29,14,9.99,64,5,21500423,1610612766,18,127,f,10,2015,0,127,1610612738,33,12,Celtics
441,47,23,30,18,9.99,72,1,21500446,1610612765,18,127,f,4,2015,0,127,1610612738,37,16,Celtics
442,50,20,28,19,9.99,63,4,21500454,1610612752,23,127,f,2,2015,0,127,1610612738,35,16,Celtics
443,46,21,33,15,9.99,64,3,21500476,1610612747,23,127,f,4,2015,0,127,1610612738,42,17,Celtics
444,41,18,32,18,9.99,55,2,21500495,1610612751,33,127,f,5,2015,0,127,1610612738,47,16,Celtics
445,54,28,39,20,9.99,69,0,21500513,1610612751,27,127,f,6,2015,0,127,1610612738,38,13,Celtics
446,52,16,23,13,9.99,55,2,21500528,1610612765,22,127,f,9,2015,0,127,1610612738,39,18,Celtics
447,47,15,31,14,9.99,70,2,21500537,1610612741,32,127,f,4,2015,0,127,1610612738,51,20,Celtics
448,47,21,42,16,9.99,59,3,21500560,1610612763,23,127,f,4,2015,0,127,1610612738,41,16,Celtics
449,47,23,23,16,9.99,50,0,21500571,1610612752,19,127,f,9,2015,0,127,1610612738,39,19,Celtics
450,55,29,18,12,9.99,64,4,21500580,1610612754,29,127,f,10,2015,0,127,1610612738,35,11,Celtics
451,42,17,34,9,9.99,57,3,21500595,1610612756,32,127,f,9,2015,0,127,1610612738,54,25,Celtics
452,47,17,24,12,9.99,54,5,21500604,1610612764,30,127,f,8,2015,0,127,1610612738,41,22,Celtics
453,58,22,26,13,9.99,62,3,21500623,1610612742,32,127,f,5,2015,0,127,1610612738,36,18,Celtics
454,41,18,28,27,9.99,42,2,21500633,1610612761,24,127,f,4,2015,0,127,1610612738,44,25,Celtics
455,55,25,43,28,9.99,59,2,21500646,1610612741,31,127,f,8,2015,0,127,1610612738,41,18,Celtics
456,49,22,37,23,9.99,56,2,21500656,1610612755,26,127,f,9,2015,0,127,1610612738,48,21,Celtics
457,47,21,14,11,9.99,57,4,21500668,1610612764,19,127,f,10,2015,0,127,1610612738,43,23,Celtics
458,56,25,51,20,9.99,54,3,21500685,1610612743,31,127,f,10,2015,0,127,1610612738,40,16,Celtics
459,49,25,23,8,9.99,56,3,21500698,1610612753,21,127,f,4,2015,0,127,1610612738,37,18,Celtics
460,40,17,36,24,9.99,47,3,21500716,1610612753,29,127,f,3,2015,0,127,1610612738,53,22,Celtics
461,50,26,23,13,9.99,65,2,21500730,1610612752,24,127,f,7,2015,0,127,1610612738,40,14,Celtics
462,52,24,25,13,9.99,69,2,21500737,1610612765,19,127,f,8,2015,0,127,1610612738,44,18,Celtics
463,56,24,28,13,9.99,68,5,21500755,1610612739,28,127,f,3,2015,0,127,1610612738,32,14,Celtics
464,38,22,33,18,9.99,55,4,21500773,1610612758,21,127,f,7,2015,0,127,1610612738,53,29,Celtics
465,44,18,52,25,9.99,62,3,21500786,1610612749,25,127,f,10,2015,0,127,1610612738,40,21,Celtics
466,53,22,22,14,9.99,58,1,21500792,1610612746,23,127,f,13,2015,0,127,1610612738,42,25,Celtics
467,53,22,24,14,9.99,45,1,21500817,1610612762,19,127,f,3,2015,0,127,1610612738,28,8,Celtics
468,52,28,27,15,9.99,48,2,21500825,1610612743,25,127,f,9,2015,0,127,1610612738,45,19,Celtics
469,60,28,31,17,9.99,57,2,21500838,1610612750,27,127,f,6,2015,0,127,1610612738,41,21,Celtics
470,56,28,50,29,9.99,59,3,21500856,1610612749,22,127,f,4,2015,0,127,1610612738,28,13,Celtics
471,44,16,41,21,9.99,70,2,21500869,1610612748,37,127,f,8,2015,0,127,1610612738,52,23,Celtics
472,47,22,40,17,9.99,71,5,21500886,1610612762,24,127,f,6,2015,0,127,1610612738,37,15,Celtics
473,64,25,28,11,9.99,67,0,21500899,1610612757,41,127,f,2,2015,0,127,1610612738,43,18,Celtics
474,48,25,22,11,9.99,61,0,21500915,1610612752,24,127,f,6,2015,0,127,1610612738,42,16,Celtics
475,47,20,35,22,9.99,46,3,21500922,1610612739,27,127,f,4,2015,0,127,1610612738,33,17,Celtics
476,40,16,40,18,9.99,70,2,21500953,1610612763,24,127,f,4,2015,0,127,1610612738,47,25,Celtics
477,50,20,32,21,9.99,62,3,21500965,1610612745,38,127,f,4,2015,0,127,1610612738,41,14,Celtics
478,52,23,20,10,9.99,58,2,21500997,1610612754,35,127,f,3,2015,0,127,1610612738,42,13,Celtics
479,61,31,46,26,9.99,59,3,21501003,1610612760,31,127,f,3,2015,0,127,1610612738,32,9,Celtics
480,43,18,28,13,9.99,44,2,21501023,1610612761,27,127,f,2,2015,0,127,1610612738,39,18,Celtics
481,58,29,41,22,9.99,70,3,21501039,1610612755,27,127,f,7,2015,0,127,1610612738,36,17,Celtics
482,51,25,49,28,9.99,66,1,21501046,1610612753,22,127,f,6,2015,0,127,1610612738,34,15,Celtics
483,42,21,37,10,9.99,79,2,21501057,1610612761,17,127,f,6,2015,0,127,1610612738,38,14,Celtics
484,41,21,27,16,9.99,50,0,21501090,1610612756,31,127,f,6,2015,0,127,1610612738,43,14,Celtics
485,55,18,27,20,9.99,54,2,21501106,1610612746,37,127,f,5,2015,0,127,1610612738,34,13,Celtics
486,51,20,37,21,9.99,61,6,21501127,1610612757,34,127,f,5,2015,0,127,1610612738,37,17,Celtics
487,53,26,18,10,9.99,53,3,21501136,1610612744,27,127,f,9,2015,0,127,1610612738,34,15,Celtics
488,42,25,41,27,9.99,71,4,21501153,1610612747,29,127,f,7,2015,0,127,1610612738,49,16,Celtics
489,39,18,19,6,9.99,48,2,21501168,1610612740,22,127,f,7,2015,0,127,1610612738,48,18,Celtics
490,44,24,35,22,9.99,45,6,21501181,1610612749,17,127,f,13,2015,0,127,1610612738,34,20,Celtics
491,57,24,24,12,9.99,44,4,21501188,1610612737,28,127,f,5,2015,0,127,1610612738,33,16,Celtics
492,59,25,19,8,9.99,44,3,21501205,1610612766,32,127,f,3,2015,0,127,1610612738,30,9,Celtics
493,55,23,28,19,9.99,57,0,21501217,1610612748,26,127,f,5,2015,0,127,1610612738,31,14,Celtics
